split,eventid,gname
validation_unseen_organizations,201606150016,Taliban
validation_unseen_organizations,201606150031,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606150047,Taliban
validation_unseen_organizations,201606150048,Taliban
validation_unseen_organizations,201606160002,Tripoli Province of the Islamic State
validation_unseen_organizations,201606160003,Tripoli Province of the Islamic State
validation_unseen_organizations,201606160013,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606160016,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606160030,Taliban
validation_unseen_organizations,201606170011,Taliban
validation_unseen_organizations,201606170043,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606180003,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606190012,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606190026,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606200008,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606200061,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606210001,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606210002,Taliban
validation_unseen_organizations,201606210016,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606210019,Taliban
validation_unseen_organizations,201606210027,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606210036,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606210038,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606230033,Taliban
validation_unseen_organizations,201606230041,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606230042,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606230043,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606230046,Taliban
validation_unseen_organizations,201606240081,Tripoli Province of the Islamic State
validation_unseen_organizations,201606250022,Taliban
validation_unseen_organizations,201606250023,Taliban
validation_unseen_organizations,201606250024,Taliban
validation_unseen_organizations,201606250029,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606260022,Taliban
validation_unseen_organizations,201606260037,Taliban
validation_unseen_organizations,201606270046,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606280001,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606280009,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606280032,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606290022,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606290039,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606290040,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606300001,Taliban
validation_unseen_organizations,201606300002,Taliban
validation_unseen_organizations,201606300032,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607010029,Baloch Republican Army (BRA)
validation_unseen_organizations,201607020002,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607020018,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607020027,Lashkar-e-Islam (Pakistan)
validation_unseen_organizations,201607030010,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607030019,Taliban
validation_unseen_organizations,201607030025,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607040005,Taliban
validation_unseen_organizations,201607040009,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607050021,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607050025,Taliban
validation_unseen_organizations,201607070007,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607070012,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607080001,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607090017,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607100051,National Liberation Army of Colombia (ELN)
validation_unseen_organizations,201607110036,National Socialist Council of Nagaland-Khaplang (NSCN-K)
validation_unseen_organizations,201607120002,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607130009,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607130029,Taliban
validation_unseen_organizations,201607130047,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607140006,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607140025,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607140029,Taliban
validation_unseen_organizations,201607140033,Taliban
validation_unseen_organizations,201607150009,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607170038,Tripoli Province of the Islamic State
validation_unseen_organizations,201607170039,Tripoli Province of the Islamic State
validation_unseen_organizations,201607180017,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607180056,Taliban
validation_unseen_organizations,201607190003,Taliban
validation_unseen_organizations,201607190004,Taliban
validation_unseen_organizations,201607200002,Tripoli Province of the Islamic State
validation_unseen_organizations,201607210004,Tripoli Province of the Islamic State
validation_unseen_organizations,201607210038,Taliban
validation_unseen_organizations,201607210039,Taliban
validation_unseen_organizations,201607230051,Taliban
validation_unseen_organizations,201607240009,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607240064,National Liberation Army of Colombia (ELN)
validation_unseen_organizations,201607250005,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607250055,Taliban
validation_unseen_organizations,201607270015,National Liberation Army of Colombia (ELN)
validation_unseen_organizations,201607270018,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607270031,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607270032,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607270053,Taliban
validation_unseen_organizations,201607270054,Taliban
validation_unseen_organizations,201607280009,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607280018,Taliban
validation_unseen_organizations,201607280019,Taliban
validation_unseen_organizations,201607280033,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607290009,Taliban
validation_unseen_organizations,201607290010,Taliban
validation_unseen_organizations,201607290011,Taliban
validation_unseen_organizations,201607290012,Taliban
validation_unseen_organizations,201607290014,Taliban
validation_unseen_organizations,201607290024,Taliban
validation_unseen_organizations,201607300006,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607310009,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607310010,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607310011,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607310013,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607310016,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201607310033,Taliban
validation_unseen_organizations,201607310034,Taliban
validation_unseen_organizations,201607310035,Taliban
validation_unseen_organizations,201607310051,Taliban
validation_unseen_organizations,201608010008,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201608010013,Taliban
validation_unseen_organizations,201608010033,Taliban
validation_unseen_organizations,201608020075,Taliban
validation_unseen_organizations,201608020076,Taliban
validation_unseen_organizations,201608040007,Taliban
validation_unseen_organizations,201608050031,Taliban
validation_unseen_organizations,201608050041,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201608060026,Taliban
validation_unseen_organizations,201608070020,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201608080054,Taliban
validation_unseen_organizations,201608090011,Taliban
validation_unseen_organizations,201608090029,Taliban
validation_unseen_organizations,201608100006,Taliban
validation_unseen_organizations,201608100012,Taliban
validation_unseen_organizations,201608100032,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201608100034,Taliban
validation_unseen_organizations,201608100040,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201608100058,Baloch Republican Army (BRA)
validation_unseen_organizations,201608100066,Tripoli Province of the Islamic State
validation_unseen_organizations,201608110011,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201608110055,Taliban
validation_unseen_organizations,201608120020,Taliban
validation_unseen_organizations,201608120027,Baloch Republican Army (BRA)
validation_unseen_organizations,201608140017,Taliban
validation_unseen_organizations,201608150025,Tripoli Province of the Islamic State
validation_unseen_organizations,201608150031,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201608150055,Taliban
validation_unseen_organizations,201608160041,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201608160042,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201608170001,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201608170010,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201608170013,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201608180019,Tripoli Province of the Islamic State
validation_unseen_organizations,201608180020,Tripoli Province of the Islamic State
validation_unseen_organizations,201608180032,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201608200003,Taliban
validation_unseen_organizations,201608200007,Taliban
validation_unseen_organizations,201608200025,Taliban
validation_unseen_organizations,201608200026,Taliban
validation_unseen_organizations,201608200027,Taliban
validation_unseen_organizations,201608200041,Taliban
validation_unseen_organizations,201608210005,Baloch Republican Army (BRA)
validation_unseen_organizations,201608210011,Islamic State of Iraq and the Levant (ISIL)
