维度,类别,年份,事件数,累计危害,平均危害,一级事件数,有效坐标数,已知死亡记录数,已记录死亡人数,已知受伤记录数,已记录受伤人数,一级占比,坐标覆盖率,死亡信息覆盖率,年度事件占比
归属记录,Sudanese Rebels,2017,1,0.139152201660278,0.139152201660278,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Sunni Resistance Committees in Lebanon (SRCL),2015,1,0.7486788959876869,0.7486788959876869,1,1,1,0.0,1,0.0,1.0,1.0,1.0,6.682258603407952e-05
归属记录,Supporters of Abd Rabbuh Mansur Hadi,2015,17,5.999130070216205,0.35289000413036503,2,17,12,76.0,9,3.0,0.11764705882352941,1.0,0.7058823529411765,0.0011359839625793519
归属记录,Supporters of Abd Rabbuh Mansur Hadi,2016,2,0.8868413298628187,0.44342066493140936,1,2,1,0.0,1,0.0,0.5,1.0,0.5,0.0001471995289615073
归属记录,Supporters of Ali Abdullah Saleh,2015,1,0.2644029527569376,0.2644029527569376,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Supporters of the Islamic State in Jerusalem,2015,9,6.585251245030958,0.7316945827812176,8,9,9,0.0,9,2.0,0.8888888888888888,1.0,1.0,0.0006014032743067157
归属记录,Suqour al-Ahvaz,2016,3,2.359714671573763,0.7865715571912544,3,3,3,0.0,3,0.0,1.0,1.0,1.0,0.00022079929344226098
归属记录,Syrian Democratic Forces (SDF),2016,1,0.2287061364886325,0.2287061364886325,0,1,0,,0,,0.0,1.0,0.0,7.359976448075366e-05
归属记录,Syrian Democratic Forces (SDF),2017,1,0.4711772338365369,0.4711772338365369,0,1,1,0.0,1,12.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Syrian Turkmen Brigades,2016,1,0.1788922110009604,0.1788922110009604,0,1,1,1.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Ta'ang National Liberation Army (TNLA),2015,2,0.6503546136791196,0.3251773068395598,0,2,1,2.0,1,2.0,0.0,1.0,0.5,0.00013364517206815904
归属记录,Ta'ang National Liberation Army (TNLA),2016,19,6.0216026395038815,0.3169264547107306,2,19,15,16.0,16,50.0,0.10526315789473684,1.0,0.7894736842105263,0.0013983955251343195
归属记录,Ta'ang National Liberation Army (TNLA),2017,7,3.227847797187447,0.46112111388392096,2,7,6,4.0,6,13.0,0.2857142857142857,1.0,0.8571428571428571,0.0006422018348623853
归属记录,Taliban,2015,1249,585.0258907506548,0.46839542894367875,324,1246,1184,5220.0,1118,5252.0,0.2594075260208166,0.9975980784627703,0.9479583666933546,0.08346140995656531
归属记录,Taliban,2016,1065,461.172745278254,0.43302605190446386,259,1064,1002,5030.0,976,4643.0,0.2431924882629108,0.9990610328638497,0.9408450704225352,0.07838374917200265
归属记录,Taliban,2017,894,382.7850302705639,0.42817117479928846,170,891,832,4814.0,805,3974.0,0.19015659955257272,0.9966442953020134,0.930648769574944,0.08201834862385321
归属记录,Tawheed Militia,2016,2,1.542856571703561,0.7714282858517805,2,2,2,0.0,2,0.0,1.0,1.0,1.0,0.0001471995289615073
归属记录,Tehrik al-Mojahedin,2015,4,2.0728290711153403,0.5182072677788351,1,4,4,0.0,4,20.0,0.25,1.0,1.0,0.00026729034413631807
归属记录,Tehrik al-Mojahedin,2016,5,1.4698882979122498,0.29397765958245,0,5,5,0.0,5,17.0,0.0,1.0,1.0,0.0003679988224037683
归属记录,Tehrik al-Mojahedin,2017,2,0.8486292832986113,0.42431464164930566,0,2,2,3.0,2,11.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,Tehrik-e-Hurriyat (TeH),2016,1,0.6931291491174258,0.6931291491174258,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Tehrik-e-Taliban Islami (TTI),2015,1,0.3064610167170862,0.3064610167170862,0,1,1,1.0,1,1.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Tehrik-i-Taliban Pakistan (TTP),2015,109,55.455185484173306,0.5087631695795716,30,109,108,365.0,106,367.0,0.27522935779816515,1.0,0.9908256880733946,0.007283661877714668
归属记录,Tehrik-i-Taliban Pakistan (TTP),2016,95,43.99775316341686,0.4631342438254406,26,95,94,337.0,94,710.0,0.2736842105263158,1.0,0.9894736842105263,0.006991977625671598
归属记录,Tehrik-i-Taliban Pakistan (TTP),2017,98,50.6968951393623,0.517315256524105,35,98,94,349.0,92,614.0,0.35714285714285715,1.0,0.9591836734693877,0.008990825688073394
归属记录,Tepi Youth,2015,2,0.8460105969223011,0.42300529846115054,0,2,2,23.0,1,0.0,0.0,1.0,1.0,0.00013364517206815904
归属记录,Thadou People's Liberation Army (TPLA),2017,1,0.1030949147863039,0.1030949147863039,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Thanthai Periyar Dravidar Kazhagam (TPDK),2016,1,0.6875862746394845,0.6875862746394845,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,The 78 Unemployed,2016,1,0.1642998564689223,0.1642998564689223,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,The Defense Command of the French People and the Motherland (CDPPF),2017,6,1.3985428576099632,0.2330904762683272,0,6,6,0.0,6,6.0,0.0,1.0,1.0,0.0005504587155963303
归属记录,The Independent Military Wing of the Syrian Revolution Abroad,2016,1,0.7094109415523158,0.7094109415523158,0,1,1,2.0,1,3.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,The New Irish Republican Army,2015,6,2.601017715940875,0.43350295265681255,0,6,6,0.0,6,1.0,0.0,1.0,1.0,0.0004009355162044771
归属记录,The New Irish Republican Army,2016,6,1.8711658534602476,0.31186097557670794,0,6,6,4.0,6,1.0,0.0,1.0,1.0,0.00044159858688452196
归属记录,The New Irish Republican Army,2017,6,1.7483502380941505,0.29139170634902506,0,6,6,0.0,6,2.0,0.0,1.0,1.0,0.0005504587155963303
归属记录,The Nocturnals,2017,1,0.6937074689875453,0.6937074689875453,0,1,1,0.0,1,1.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,The Owners of the White Flags,2017,1,0.7953237329989357,0.7953237329989357,1,1,1,2.0,1,20.0,1.0,1.0,1.0,9.174311926605505e-05
归属记录,The Revolt,2015,3,2.230055940746087,0.7433519802486956,2,3,3,3.0,3,1.0,0.6666666666666666,1.0,1.0,0.00020046775810223855
归属记录,The Third Way (Der III. Weg),2015,1,0.663974440981415,0.663974440981415,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Tigray Peoples Liberation Front (TPLF),2016,1,0.4203399679190804,0.4203399679190804,0,1,1,1.0,1,3.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Tiwa Liberation Army,2016,1,0.3788042102105189,0.3788042102105189,0,1,1,0.0,1,3.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Torpedy Group,2017,2,0.9330592844730738,0.4665296422365369,1,2,2,0.0,2,2.0,0.5,1.0,1.0,0.0001834862385321101
归属记录,Tribal Revolutionary Army (TRA),2016,1,0.1356396586954641,0.1356396586954641,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Tribesmen,2015,24,9.985707591862543,0.4160711496609393,4,22,14,18.0,15,44.0,0.16666666666666666,0.9166666666666666,0.5833333333333334,0.0016037420648179084
归属记录,Tribesmen,2016,12,6.580642649042172,0.548386887420181,6,12,10,16.0,8,17.0,0.5,1.0,0.8333333333333334,0.0008831971737690439
归属记录,Tribesmen,2017,5,1.5403605478134559,0.30807210956269115,0,5,3,1.0,3,1.0,0.0,1.0,0.6,0.00045871559633027525
归属记录,Tripoli Province of the Islamic State,2015,140,69.73883518954429,0.4981345370681735,47,140,125,177.0,120,153.0,0.3357142857142857,1.0,0.8928571428571429,0.009355162044771133
归属记录,Tripoli Province of the Islamic State,2016,185,77.82455160412499,0.42067325191418914,44,185,136,320.0,130,351.0,0.23783783783783785,1.0,0.7351351351351352,0.013615956428939428
归属记录,Tripoli Province of the Islamic State,2017,21,8.435171307620715,0.401674824172415,6,21,14,14.0,14,23.0,0.2857142857142857,1.0,0.6666666666666666,0.001926605504587156
归属记录,Tripoli Revolutionaries Battalion,2016,6,2.8559420189766533,0.4759903364961089,0,6,6,2.0,5,1.0,0.0,1.0,1.0,0.00044159858688452196
归属记录,Tripura Group,2016,1,0.713876694772187,0.713876694772187,0,1,1,3.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Tritiya Prastuti Committee (TPC),2017,8,3.380814792079584,0.422601849009948,3,8,8,3.0,7,2.0,0.375,1.0,1.0,0.0007339449541284404
归属记录,Tuareg extremists,2015,2,1.0789313396949356,0.5394656698474678,1,2,2,1.0,0,,0.5,1.0,1.0,0.00013364517206815904
归属记录,Tuareg extremists,2016,1,0.1482494894263884,0.1482494894263884,0,1,1,1.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Turkestan Islamic Party,2016,3,1.3646516137002485,0.45488387123341617,1,3,3,1.0,3,3.0,0.3333333333333333,1.0,1.0,0.00022079929344226098
归属记录,Turkish Communist Party/Marxist (TKP-ML),2015,2,0.4524882518489211,0.22624412592446055,0,2,2,0.0,2,0.0,0.0,1.0,1.0,0.00013364517206815904
归属记录,Tutsi extremists,2017,1,0.7340982682818985,0.7340982682818985,1,1,1,0.0,1,0.0,1.0,1.0,1.0,9.174311926605505e-05
归属记录,Twa Militia,2017,4,2.672868638562749,0.6682171596406873,2,4,4,62.0,3,33.0,0.5,1.0,1.0,0.0003669724770642202
归属记录,Uighur Separatists,2015,11,5.171651234421756,0.4701501122201596,1,11,10,116.0,9,39.0,0.09090909090909091,1.0,0.9090909090909091,0.0007350484463748748
归属记录,Uighur Separatists,2016,2,1.464711503092456,0.732355751546228,1,2,2,13.0,2,8.0,0.5,1.0,1.0,0.0001471995289615073
归属记录,Uighur Separatists,2017,1,0.6229050287802349,0.6229050287802349,0,1,1,8.0,1,5.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Ukrainian Insurgent Army,2015,2,0.4810108103832324,0.2405054051916162,0,2,2,2.0,2,0.0,0.0,1.0,1.0,0.00013364517206815904
归属记录,Ukrainian nationalists,2015,3,2.092903783280709,0.697634594426903,1,3,3,3.0,3,140.0,0.3333333333333333,1.0,1.0,0.00020046775810223855
归属记录,Ukrainian nationalists,2016,1,0.1311816603244963,0.1311816603244963,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Ulster Freedom Fighters (UFF),2015,2,1.5308201694941956,0.7654100847470978,2,2,2,0.0,2,0.0,1.0,1.0,1.0,0.00013364517206815904
归属记录,Ulster Freedom Fighters (UFF),2017,3,1.6820192858565712,0.5606730952855238,2,3,3,0.0,3,0.0,0.6666666666666666,1.0,1.0,0.00027522935779816516
归属记录,Ulster Volunteer Force (UVF),2015,2,1.3626136929334018,0.6813068464667009,0,2,2,0.0,2,0.0,0.0,1.0,1.0,0.00013364517206815904
归属记录,Ulster Volunteer Force (UVF),2017,3,2.1157024422541606,0.7052341474180536,2,3,3,0.0,3,0.0,0.6666666666666666,1.0,1.0,0.00027522935779816516
归属记录,Unified Communist Party of Nepal (Maoist),2017,1,0.2725686926805155,0.2725686926805155,0,1,1,1.0,0,,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Union for Peace in Central Africa (UPC),2016,1,0.755497615880575,0.755497615880575,1,1,1,10.0,1,12.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Union for Peace in Central Africa (UPC),2017,5,3.7132884363655374,0.7426576872731074,4,5,5,213.0,3,24.0,0.8,1.0,1.0,0.00045871559633027525
归属记录,Union of Congolese Patriots (UPC),2015,1,0.6234254635648537,0.6234254635648537,0,1,1,7.0,1,9.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Union of Patriots for the Defense of Innocents (UPDI),2016,2,1.525240027578377,0.7626200137891885,2,2,2,21.0,2,40.0,1.0,1.0,1.0,0.0001471995289615073
归属记录,Union of Peoples and Organizations of the State of Guerrero (UPOEG),2017,1,0.6976828625277329,0.6976828625277329,0,1,1,7.0,1,2.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,United Achik National Front (UANF),2017,1,0.1280103947032315,0.1280103947032315,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,United Baloch Army (UBA),2015,16,10.924839870928748,0.6828024919330468,13,16,16,41.0,16,92.0,0.8125,1.0,1.0,0.0010691613765452723
归属记录,United Baloch Army (UBA),2016,14,8.394378306003048,0.5995984504287891,9,14,14,10.0,14,33.0,0.6428571428571429,1.0,1.0,0.0010303967027305513
归属记录,United Baloch Army (UBA),2017,1,0.2430713084066688,0.2430713084066688,0,1,1,2.0,1,1.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,United Democratic Liberation Army (UDLA),2016,2,0.4171980961822517,0.20859904809112584,0,2,2,2.0,2,0.0,0.0,1.0,1.0,0.0001471995289615073
归属记录,United Democratic Madhesi Front (UDMF),2015,7,4.936382858296822,0.7051975511852603,4,7,7,0.0,7,0.0,0.5714285714285714,1.0,1.0,0.0004677581022385566
归属记录,United Democratic Madhesi Front (UDMF),2016,1,0.1643745936360622,0.1643745936360622,0,1,1,2.0,1,8.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,United Democratic Madhesi Front (UDMF),2017,7,3.7961756458310516,0.5423108065472931,0,7,7,0.0,7,0.0,0.0,1.0,1.0,0.0006422018348623853
归属记录,United Front for Democracy Against Dictatorship,2015,2,1.0331166454955785,0.5165583227477892,1,2,2,20.0,2,124.0,0.5,1.0,1.0,0.00013364517206815904
归属记录,United Garo Security Force (UGSF),2015,1,0.1266579443422755,0.1266579443422755,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,United Gorkha People's Organization (UGPO),2015,1,0.7829217594901897,0.7829217594901897,1,1,1,0.0,1,0.0,1.0,1.0,1.0,6.682258603407952e-05
归属记录,United Jihad Council,2016,1,0.8325666433994707,0.8325666433994707,1,1,1,12.0,1,20.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,United Liberation Front of Assam (ULFA),2015,14,5.194633809437995,0.37104527210271393,3,14,14,5.0,14,8.0,0.21428571428571427,1.0,1.0,0.0009355162044771133
归属记录,United Liberation Front of Assam (ULFA),2016,24,8.419122022509667,0.3507967509379028,2,24,23,10.0,23,49.0,0.08333333333333333,1.0,0.9583333333333334,0.0017663943475380878
归属记录,United Liberation Front of Assam (ULFA),2017,19,8.385046882959166,0.4413182569978509,5,19,19,5.0,19,5.0,0.2631578947368421,1.0,1.0,0.0017431192660550458
归属记录,United National Liberation Front (UNLF),2015,6,2.795919903046669,0.46598665050777816,2,6,6,2.0,6,9.0,0.3333333333333333,1.0,1.0,0.0004009355162044771
归属记录,United National Liberation Front (UNLF),2016,2,0.6730942748240261,0.33654713741201303,0,2,2,1.0,2,3.0,0.0,1.0,1.0,0.0001471995289615073
归属记录,United National Liberation Front (UNLF),2017,2,0.4617147096637051,0.23085735483185255,0,2,2,0.0,2,1.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,United National Liberation Front of WESEA (UNLFW),2015,1,0.7708592885244109,0.7708592885244109,1,1,1,9.0,1,6.0,1.0,1.0,1.0,6.682258603407952e-05
归属记录,United Party for National Development (UPND),2017,1,0.7014318691810651,0.7014318691810651,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,United Reformation Protest of India,2016,1,0.7460630149420732,0.7460630149420732,1,1,1,0.0,1,1.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,United Revolutionary Front,2015,1,0.7446895893482929,0.7446895893482929,1,1,1,3.0,1,15.0,1.0,1.0,1.0,6.682258603407952e-05
归属记录,United Tribal Liberation Army (UTLA),2015,1,0.2828098506673494,0.2828098506673494,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,United Tribal Liberation Army (UTLA),2017,1,0.2754981991258302,0.2754981991258302,0,1,1,1.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Unknown,2015,6397,2980.992186101317,0.4659984658592023,1463,6359,6221,6538.0,6131,14019.0,0.22870095357198686,0.9940597154916367,0.9724871033296858,0.4274640828600067
归属记录,Unknown,2016,5969,2688.653001951658,0.45043608677360664,1192,5951,5805,5644.0,5758,12631.0,0.19969844195007538,0.9969844195007539,0.9725247110068688,0.4393169941856186
归属记录,Unknown,2017,4349,1799.9437164433987,0.4138753084487005,845,4330,4228,2948.0,4180,5280.0,0.19429753966429064,0.995631179581513,0.9721775120717406,0.39899082568807337
归属记录,Unrepentant Anarchists,2016,1,0.6623260788130056,0.6623260788130056,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Urhobo Gbagbako,2015,2,1.5248492238198,0.7624246119099,2,2,2,0.0,2,0.0,1.0,1.0,1.0,0.00013364517206815904
归属记录,Vetevendosje,2016,1,0.7242152399520746,0.7242152399520746,1,1,1,0.0,1,0.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Vishwa Hindu Parishad (VHP),2016,1,0.7005197687696529,0.7005197687696529,0,1,1,0.0,1,2.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Vishwa Hindu Parishad (VHP),2017,2,1.3638685457274387,0.6819342728637193,0,2,2,0.0,1,0.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,Weichan Auka Mapu,2016,6,4.232077892015986,0.7053463153359977,2,5,6,0.0,6,2.0,0.3333333333333333,0.8333333333333334,1.0,0.00044159858688452196
归属记录,Weichan Auka Mapu,2017,2,1.4373274937358396,0.7186637468679198,1,2,2,0.0,2,0.0,0.5,1.0,1.0,0.0001834862385321101
归属记录,West Indonesia Mujahideen,2015,1,0.3248983400304844,0.3248983400304844,0,1,1,2.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,White Rabbit Three Percent Illinois Patriot Freedom Fighters Militia,2017,2,1.4130716478315977,0.7065358239157988,1,2,2,0.0,2,0.0,0.5,1.0,1.0,0.0001834862385321101
归属记录,White extremists,2015,2,1.1115492121035662,0.5557746060517831,0,2,2,9.0,2,0.0,0.0,1.0,1.0,0.00013364517206815904
归属记录,White extremists,2016,2,0.5381737572062918,0.2690868786031459,0,2,2,0.0,2,4.0,0.0,1.0,1.0,0.0001471995289615073
归属记录,White extremists,2017,9,4.077402455649577,0.45304471729439744,0,9,9,7.0,9,3.0,0.0,1.0,1.0,0.0008256880733944954
归属记录,Wild Individualities,2017,6,3.974839422053159,0.6624732370088598,0,6,6,0.0,6,0.0,0.0,1.0,1.0,0.0005504587155963303
归属记录,Young Communist League,2016,8,3.0240564172539237,0.37800705215674046,2,8,8,0.0,8,0.0,0.25,1.0,1.0,0.0005887981158460292
归属记录,Youth Movement for the Total Liberation of Azawad,2016,1,0.7476531877017768,0.7476531877017768,1,1,1,2.0,1,1.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Zagros Eagles,2017,1,0.3831042110653548,0.3831042110653548,0,1,1,2.0,1,1.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Zeliangrong United Front,2015,2,0.5672644228856587,0.28363221144282935,0,2,2,1.0,2,3.0,0.0,1.0,1.0,0.00013364517206815904
归属记录,Zeliangrong United Front,2016,1,0.2601683978950695,0.2601683978950695,0,1,1,1.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Zeliangrong United Front,2017,7,1.8535672398046437,0.26479531997209194,1,7,7,0.0,7,2.0,0.14285714285714285,1.0,1.0,0.0006422018348623853
归属记录,Zero Tolerance,2015,1,0.7098731530317183,0.7098731530317183,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Zimbabwe African Nationalist Union (ZANU),2017,3,2.110452047702522,0.7034840159008406,1,3,3,0.0,3,1.0,0.3333333333333333,1.0,1.0,0.00027522935779816516
